"","SRR11902288","SRR11902289","SRR11902290","SRR11902202","SRR11902204","SRR11902205"
"Klhl12",2863.11995612,3253.01997104,3283.23989692,3620.15594938,3227.28536258,3286.69999212
"Klhl13",961.31101828,1533.11415584,1165.17901404,874.60502672,1371.87480036,800.61494428
"Klhl14",151.61831696,237.64002308,219.5661237,173.45923206,214.70004838,122.58000822
"Klhl15",407.9048877,495.02768004,522.12645948,160.8287662,506.78421194,304.98227684
"Klhl17",322.15625738,103.27165822,266.63683486,305.91977076,305.75403268,381.89234086
"Klhl18",2201.77994584,2384.11996456,2983.8199781,2653.47999922,2335.5499531,2005.05989758
"Klhl2",8218.6934246,14897.09140962,15763.898184,15070.13082552,13993.0902488,11794.96885734
"Klhl20",1674.43545238,1903.92001462,1878.16109676,1996.75232072,1783.18495756,1756.0400484
"Klhl21",1056.41563872,1058.84494628,1357.23945732,1130.82843916,1102.05151216,827.35863404
"Klhl22",342.94308696,274.49583236,2115.38706876,509.14434724,636.136432,564.80150164
"Klhl23",3612.57811796,4807.76914104,3971.71006648,5508.65035706,2999.70231028,5514.78311252
"Klhl24",6719.97672188,7482.4463349,7563.42092044,7154.06389846,7640.62491286,6339.67655956
"Klhl25",578.61236542,594.94336204,810.48643174,630.89732704,615.28001176,433.26648032
"Klhl26",815.52755178,0,2015.31721326,1604.93176352,1603.03747242,725.07059434
"Klhl28",2818.0799855,3070.07999788,2870.15997652,2669.0599647,2796.139948,2649.0198871
"Klhl29",1468.27780896,2313.16826736,3018.08064248,3818.79589354,3287.29684326,2462.54737994
"Klhl3",92.91955496,5280.2199713,755.6100225,2859.2554487,4422.4999836,3670.4799436
"Klhl30",16.29997342,15.30000234,21.83997136,12.17998878,0,9.73998768
"Klhl31",0,0,0,24.40003608,0,12.18001652
"Klhl32",1305.15998926,1417.9200156,1209.61995312,1415.01667754,1371.3799711,1471.77997276
"Klhl33",217.25944502,12.27054178,104.8497252,318.56251326,148.96058394,256.3404076
"Klhl34",0,0,0,0,0,0
"Klhl35",31.32000164,21.46000692,56.23998624,63.54000704,28.8599824,50.02000692
"Klhl36",205.69996754,174.339981,324.56000298,324.56002208,292.78000406,221.19998534
"Klhl38",40.78069744,62.95997904,59.81199336,55.52947288,53.12343624,32.62054096
"Klhl4",1041.14003252,1481.9199472,1291.60003056,1327.93994532,1213.81999136,1250.49996236
"Klhl40",303.77281224,150.64163664,289.34271072,570.09511788,486.2413986,472.04125248
"Klhl41",19.8620073,29.5399845,0,29.94002172,14.2799985,0
"Klhl42",2316.85992854,2316.6799628,2736.02000414,2424.98001262,2416.500005,1995.31999836
"Klhl5",2569.2000098,3233.09995576,3251.7000042,2918.6799377,2707.77999508,2503.31998936
"Klhl6",86.4399925,127.08002394,127.86000378,107.30001442,96.7599947,121.94000692
"Klhl7",6848.23997716,8516.91990642,8228.2300305,9451.86044794,8706.0806387,8260.73998618
"Klhl8",702.79309468,2411.93668542,1136.6519503,2299.38534064,1745.445801,1729.10323424
"Klhl9",6563.6225132,7955.80436508,7854.8156038,7797.10370932,7841.62559684,7025.06063412
"Klk1",0,0,0,7.60999872,0,0
"Klk10",2.0400034,5.1000085,4.0800068,6.0600101,6.09999186,0
"Klk11",1.97999168,1.75999552,0,1.6399908,0,0
"Klk12",2.040004,0,0.5800007,0,0,1.1800045
"Klk13",2.0400093,2.0400093,0,4.07998242,0,3.21998382
"Klk14",0,0,0,0,0,0
"Klk15",0,0,0,0,0,0
"Klk1b1",0,0,0,0,0,0
"Klk1b10-ps",0,0,0,0,0,0
"Klk1b11",0,0,0,0,0,0
"Klk1b12-ps",0,0,0,0,0,0
"Klk1b14-ps",0,0,0,0,0,0
"Klk1b15-ps",0,0,0,0,0,0
"Klk1b16",0,0,0,0,0,0
"Klk1b18-ps",0,0,0,0,0,0
"Klk1b19-ps",0,0,0,0,0,0
"Klk1b2-ps",0,0,0,0,0,0
"Klk1b21",0,0,0,0,0,0
"Klk1b22",0,0,0,0,0,0
"Klk1b23-ps",0,0,0,0,0,0
"Klk1b24",0,0,0,0,0,0
"Klk1b26",0,0,0,0,0,0
"Klk1b27",0,0,0,0,0,0
"Klk1b28-ps",0,0,0,0,0,0
"Klk1b3",0,0,0,0,0,0
"Klk1b4",0,0,0,0,0,0
"Klk1b5",0,0,0,0,0,0
"Klk1b7-ps",0,0,0,0,0,0
"Klk1b8",0,0,0,0,0,0
"Klk1b9",0,0,0,0,0,0
"Klk2-ps",0,0,0,0,0,0
"Klk4",0,0,0,0,0,0
"Klk5",0,0,0,0,0,0
"Klk6",139.5200052,305.5999992,262.68000364,311.50000248,209.18002444,232.1599821
"Klk7",0,0,0,0,0,0
"Klk8",67.85999082,72.8599884,84.32604244,108.71690496,56.86000266,74.35999132
"Klk9",0,1.4689152,2.03277672,4.28400144,0,3.49676208
"Klkb1",0,0,0,0,0,0
"Klra1",0,0,0,0,0,0
"Klra10",0,0,0,0,0,0
"Klra11-ps",0,0,0,0,0,0
"Klra13-ps",0,0,0,0,0,0
"Klra14-ps",0,0,0,0,0,0
"Klra17",0,0,0,0,0,0
"Klra2",0,12.24000022,0,0,0,15.91999864
"Klra3",0,0,0,0,0,0
"Klra4",0,0,0,0,0,0
"Klra5",0,0,0,0,0,0
"Klra6",0,0,0,0,0,0
"Klra7",0,0,0,0,0,0
"Klra8",0,0,0,0,0,0
"Klra9",0,0,0,0,0,0
"Klrb1",0,0,0,0,0,0
"Klrb1-ps1",0,0,0,0,0,0
"Klrb1a",0,0,0,0,0,0
"Klrb1b",4.39998808,6.12000408,0,0,2.04000136,1.50029064
"Klrb1c",0,0,0,0,0,4.1519467
"Klrb1f",0,0,0,0,0,0
"Klrc1",0,0,0,0,0,0
"Klrc2",0,0,0,0,0,0
"Klrc3",0,0,0,0,0,0
"Klrd1",0,13.58000786,0,0,0,0
"Klre1",2.90002672,1.01999964,0,0,0,0
"Klrg1",0,7.56000756,0,22.39999412,0,16.31999208
"Klrg2",0,35.53997856,0,21.15998566,23.70000852,26.7599678
"Klrh1",0,0,0,0,0,0
"Klri1",0,0,0,0,0,0
"Klri2",0,0,0,0,0,0
"Klrk1",0,0,1.02000182,0,0,0
"Kmo",10.45997288,18.2800254,20.44003388,0,8.7399634,9.679978
"Kmt2a",9058.61105134,11931.0352026,18806.90999652,17240.95949258,8488.33707062,14698.51710196
"Kmt2b",2580.23478026,3290.2561764,3423.74525868,2283.69281876,2858.61724914,2229.03543646
"Kmt2c",571.65223998,367.49157412,2744.86978032,940.94647082,475.41942474,555.64508386
"Kmt2d",4739.92903006,2583.7652652,7002.61569414,2730.97930082,4506.52103018,5258.17819576
"Kmt2e",9521.61069654,10793.99612554,11160.00012384,10812.14704234,10390.33665668,9634.33774242
"Kmt5a",2797.97999078,3013.7199388,3320.49995576,2745.27997464,2535.3501013,1943.90000788
"Kmt5b",4107.23471054,4512.75734936,4794.04579544,4530.46946694,3136.53881014,3374.91489962
"Kmt5c",239.3777791,158.3810213,536.69845848,197.0695942,218.2776141,108.02383054
"Kncn",3.97999206,0,0,12.22000096,2.04000608,3.78000768
"Kndc1",8357.79987158,6899.42001292,8862.74004732,10446.44002696,8317.95998672,7704.42009374
"Kng1",0,0,0,0,0,0
"Kng2",0,0,0,0,0,0
"Knl1",0,0,30.400032,20.360028,0,0
"Knop1",1605.7006586,1935.96562796,1910.54009628,1738.40568386,1826.6887071,1542.0265528
"Knstrn",103.83461244,129.58544734,97.08211684,98.35107646,90.42656532,76.54207236
"Kntc1",21.3800154,22.31994148,30.8600247,43.0000206,27.16000538,52.64005464
"Kpna1",12019.9603585,14505.62042806,14319.72419884,12610.14023586,13005.14052058,11560.17342182
"Kpna2",1115.80408074,1367.60980388,1331.25362138,1556.50160186,1445.78843232,1394.7201827
"Kpna2-ps",0,0,0,0,0,0
"Kpna3",6804.92998136,8052.44995632,7986.97003006,8245.77995962,8116.30999916,7783.54996862
"Kpna4",6620.3100842,7363.1599717,7708.16328612,7379.21993282,7358.78005914,6854.69998846
"Kpna6",7391.97999628,8888.6600387,8801.39024432,8237.03385566,8192.4402692,7053.57006698
"Kpna7",0.63039704,2.91364112,2.0316504,3.11350728,1.62534736,1.04309504
"Kpnb1",11915.50142706,13789.63101724,14838.15450236,14560.87784526,13811.50604664,12679.41227208
"Kprp",0,0,0,0,0,0
"Kptn",222.7543018,293.40657184,232.79098864,284.22592076,216.89745394,202.39333852
"Kras",9230.95651252,9936.04780968,9690.3374336,9454.2598107,9743.2388583,9846.1459001
"Krba1",1019.80831106,443.42674534,1621.31125326,2149.0815743,1108.67642286,1010.45859748
"Krcc1",763.8141096,997.93669556,927.68493342,1090.15061016,1031.49334824,1089.67998274
"Kremen1",1876.03817542,2151.32328106,2352.7048749,2244.87087064,2066.88241716,994.86547254
"Kremen2",24.9199863,6.48389676,30.36688248,2.999799,5.39747274,26.18117568
"Kri1",1197.35396712,1465.13636422,1549.740339,1626.6291397,1365.52466576,1094.28906768
"Krit1",2267.95512396,5556.74577592,2612.81044262,3022.18667152,2174.47648354,2435.37902042
"Krr1",2871.51148474,3287.74675272,3361.79764522,3338.01540634,3379.4178036,3084.25440106
"Krt1",60.82001272,73.01999488,90.58001512,174.02000318,107.28005098,98.5200385
"Krt10",28.33888932,233.45442584,341.58932104,206.42254528,168.2776704,33.2128482
"Krt12",579.7784156,477.13413064,627.55368176,924.54640224,806.25853256,850.69597616
"Krt13",0,0,0,0,0,0
"Krt14",0,0,0,0,5.60998824,0
"Krt15",0,0,0,0,0,0
"Krt16",0,0,0,0,0,0
"Krt17",0,0,0,0,0,0
"Krt18",0,0,0,22.94000934,16.28000292,14.27998632
"Krt19",0,6.03998848,0,0,0,0
"Krt2",0,0,0,24.19998594,0,0
"Krt20",0,0,0,0,0,0
"Krt222",3548.51004836,3662.4000937,3749.4400762,4888.35975434,4652.29984638,4694.28020584
"Krt23",34.1793183,30.4631319,21.1748569,42.3364739,37.980046,47.9866247
"Krt24",0,0,0,0,0,0
"Krt25",8.51001606,0,0,0,0,9.80998668
"Krt26",15.94000896,35.5599991,26.87999008,25.48000282,20.15999256,30.71999914
"Krt27",0,0,0,0,0,0
"Krt28",0,0,11.23999632,0,0,0
"Krt31",0,0,0,0,0,0
"Krt32",0,0,3.41999392,3.75999712,0,0
"Krt33a",0,0,0,0,0,0
"Krt33b",0,0,0,0,0,0
"Krt34",0,0,0,0,0,0
"Krt35",0,0,0,0,0,0
"Krt36",0,0,0,0,0,0
"Krt39",0,0,0,0,0,0
"Krt4",0,0,0,0,0,0
"Krt40",0,0,0,0,0,0
"Krt42",0,0,0,0,0,0
"Krt5",0,0,0,0,0,0
"Krt6a",0,0,0,0,0,0
"Krt6b",0,0,0,0,0,0
"Krt7",0,0,14.27998026,24.1799988,0,30.09997152
"Krt71",0,0,0,0,0,0
"Krt72",0,0,0,0,0,0
"Krt73",68.21997904,56.38001072,55.76000608,68.89999392,45.88671728,69.12000256
"Krt74",0,0,0,0,0,0
"Krt75",0,0,0,0,0,0
"Krt76",0,0,0,0,0,0
"Krt77",257.93675308,248.3335556,391.46389272,465.25100048,329.59575254,206.67744882
"Krt78",0,0,0,0,0,0
"Krt79",0,0,0,0,0,0
"Krt8",0,0,10.2000052,46.40001828,0,0
"Krt8-ps",0,0,0,1.999998,0,0
"Krt80",509.18356912,394.76003586,517.07995658,617.13307236,557.1282227,492.25313298
"Krt81",0,0,0,0,0,0
"Krt82",0,0,0,0,0,0
"Krt83",0,0,0,0,0,0
"Krt84",0,0,0,0,0,0
"Krt86",0,0,0,0,0,0
"Krt87",0,0,0,10.4999854,0,0
"Krt88",0,0,0,0,0,0
"Krt9",402.93999648,712.51986886,638.14246358,768.80077046,689.64399624,417.02623052
"Krt90",0,0,0,0,0,0
"Krtap1-3",0,0,2.04000078,0,0,0
"Krtap1-4",0,0,0,0,0,0
"Krtap1-5",0,0,1.53999294,0,0,0
"Krtap10-10",0,0.25500956,0,2.03999812,2.03999812,5.90001172
"Krtap10-4",0,0,0.10200438,0,0,0
"Krtap11-1",0,0,0,0,0,0
"Krtap12-1",0,0,0,0,0,0
"Krtap13",0,0,0,0,0,0
"Krtap13-1",2.04,0,0,0,0,0
"Krtap14",0,0,0,0,0,0
"Krtap15",0,0,0,0,0,0
"Krtap16-1",0,3.99999232,2.039984,0,0,0
"Krtap16-3",0,0,0,0,0,0
"Krtap17-1",0,4.07999496,0,0,0,0
"Krtap19-1",0,0,0,0,0,0
"Krtap19-2",0,0,0,0,0,0
"Krtap19-3",0,0,0,0,0,0
"Krtap19-4",0,0,0,0,0,0
"Krtap19-5",0,0,0,0,0,0
"Krtap19-9a",0,0,0,0,0,0
"Krtap19-9b",0,0,0,0,0,0
"Krtap2-4",2.71999656,0,0,0,0,4.82000328
"Krtap20-2",0,0,0,0,0,0
"Krtap21-1",0,0,0,0,0,0
"Krtap22-2",0,0,0,0,0,0
"Krtap24-1",0,0,0,0,0,0
"Krtap26-1",0,0,0,0,0,0
"Krtap27-1",0,0,0,0,0,1.35999796
"Krtap28-10",0,2.03999862,0,0,0,1.5400044
"Krtap28-13",4.05999808,0,3.94000576,0,0,0
"Krtap29-1",0,0,0,0,0,0
"Krtap3-1",0,0,0,0,0,0
"Krtap3-2",1.530004,0,0,0,0,0
"Krtap3-3",0.51000384,0,0,0,0,0
"Krtap31-1",0,0,0,0,0,0
"Krtap31-2",0,0,0,0,0,0
"Krtap4-1",0,0,0,0,2.0400079,0
"Krtap4-13",0,0,0,0,0,0
"Krtap4-16",0,0,0,0,0,0
"Krtap4-2",2.04000404,0,0.62000944,0,0,0
"Krtap4-6",0,0,0,0,0,0
"Krtap4-7",0,0,0,0,0,0
"Krtap4-8",0,0,0,0,0,0
"Krtap4-9",0,0,0,0,0,0
"Krtap5-1",0,0,0,1.01999772,0.40999952,0
"Krtap5-2",1.62533732,0.72855688,0,0.79998864,0,2.53000232
"Krtap5-3",0,0,0,0,0,1.61998424
"Krtap5-4",0,0,1.81999816,0,0,0
"Krtap5-5",0.61199292,0.75499842,0,0,0,0.75165574
"Krtap6-1",0,0,0,0,0,0
"Krtap6-2",0,0,0,0,0,0
"Krtap6-3",0,0,0,0,0,0
"Krtap6-5",0,0,0,0,0,0
"Krtap7-1",4.04000244,0,0,0,0,0
"Krtap8-1",0,0,0,0,0,0
"Krtap9-1",0,0,0,0,0,0
"Krtap9-3",0,0,0,0,0,0
"Krtap9-5",0,0,0,0,0,0
"Krtcap2",960.34455088,907.56001216,1238.84141064,1314.91462972,1010.62079242,887.90481154
"Krtcap3",69.92542192,44.64272818,47.61320132,14.97315702,28.99367798,45.83931144
"Krtdap",0,0,0,0,0,0
"Ksr1",162.53180802,374.34104248,34.95768256,119.4213438,168.65115716,257.21934728
"Ksr2",5141.44003632,5405.34007722,6403.67001584,5874.55983464,5635.17997466,4638.28022764
"Kti12",436.6800027,443.50000668,657.35001162,590.19999264,519.46001604,333.8800029
"Ktn1",6537.55481676,9078.833208,8222.5696691,8597.78342492,8631.43016272,6261.94619684
"Kxd1",1131.83026658,1234.50265568,845.73687364,534.25103628,1119.79898082,1180.89181282
"Ky",226.34003746,201.50005286,304.6599592,302.52001896,246.48002652,222.7200038
"Kyat1",529.46036686,692.97883858,851.91136554,728.92806696,599.21918876,537.4308794
"Kyat3",360.6399649,424.62844144,369.3252968,562.90065302,535.43995872,427.08902988
"Kynu",0,0,17.79999992,0,0,0
"L1cam",11284.78012178,12306.68000466,14439.0088612,12844.72990006,11321.40020614,9282.49005698
"L1td1",0,0,0,0,0,2.01997476
"L2hgdh",1253.6000071,1352.43002572,1454.90997674,1334.50998196,1314.51002922,1305.05000282
"L3hypdh",11.3988992,13.75738368,25.52729354,16.20776832,33.89363008,12.00686912
"L3mbtl1",1105.64268112,1471.18544572,2134.3727506,947.74946024,1848.52775208,1768.86645426
"L3mbtl2",2444.18883912,2583.1530989,3104.8386252,3442.81627688,2823.9049192,2368.38159722
"L3mbtl3",642.08707138,1135.83854348,278.35076796,1553.62002954,495.01915326,529.918842
"L3mbtl4",46.77999318,105.9399911,76.45998972,51.4799517,81.25997658,75.58001412
"Lacc1",242.4458151,309.87914008,295.89517786,370.4441691,349.41053886,355.66240426
"Lactb",894.46000954,1084.5800125,1100.64000396,1204.18001468,1077.03998308,918.27998004
"Lactb2",140.46359974,118.88491968,227.96737,373.4192145,321.0647489,345.00130746
"Lactbl1",0,11.45998392,0,14.18002712,11.19997284,6.07998188
"Lad1",78.98000232,92.97999926,111.05999394,127.10001968,67.60001772,72.36002506
"Lag3",303.39998058,342.81998812,460.69999488,416.32001598,310.74001236,269.82000258
"Lage3",476.87999732,572.17998934,630.80001204,698.8000149,598.98003648,613.46998522
"Lair1",193.00496134,638.66252818,697.15763874,339.08600324,783.64462714,260.39669208
"Lalba",0,0,0,0,0,0
"Lama1",179.82001576,191.17996128,286.64000728,241.88000056,204.23991676,253.29995988
"Lama2",830.99730156,1287.05999374,524.74318476,1406.39470456,1089.07989212,499.88453526
"Lama3",573.2900122,686.71999552,691.71767942,403.80336562,514.0154332,618.51824898
"Lama4",467.939964,624.75990744,741.23999142,706.24005558,638.05998582,564.17998342
"Lama5",846.94709314,718.18718088,1187.6534904,134.31326064,998.68455336,768.18915576
"Lamb1",531.50201666,339.19510818,891.95001712,740.35777274,64.48465698,205.3439578
"Lamb2",1376.5400343,1318.55995714,2156.4600479,1851.18997688,1637.67998374,1089.06005884
"Lamb3",122.64002876,97.64000188,161.70003992,197.51999442,158.47995376,152.65997678
"Lamc1",2151.4200292,2569.59992416,2894.29997036,2553.88009758,2335.14006906,2133.73996932
"Lamc2",1029.00001532,1139.71992732,1206.68000572,1265.67997892,1180.93997618,1089.02001104
"Lamc3",362.2000385,341.70007172,511.79117706,439.72001826,380.0200822,301.3199525
"Lamp1",16418.328162,18734.27254098,20239.8125034,21299.2412274,18329.86260792,18179.6400462
"Lamp2",5475.37997492,6463.18003602,6068.32002036,6721.77998888,5914.80012994,6002.07999372
"Lamp3",13.65999392,0,10.31003472,0,0,14.87996704
"Lamp5",14423.05981138,15229.10009766,16359.84006202,17360.98011882,14968.82020364,15703.020292
"Lamr1-ps1",0,0,0,0,0,0
"Lamtor1",2977.35456808,3423.00720332,3946.00764188,4159.43344768,3462.23165192,2811.12402214
"Lamtor2",1088.62632656,992.97386814,869.24983634,1121.78696962,888.7339735,835.7708763
"Lamtor3",1440.65387494,2248.30242176,2803.90795768,2537.72509784,2142.52066346,1881.39527832
"Lamtor3-ps",61.9248848,59.6661219,83.0583704,87.7097028,87.1708468,76.9082924
"Lamtor4",1222.3399836,1236.339998,1522.6800024,1625.3733284,1405.04,1211.8600004
"Lamtor5",1838.16001618,2226.28999346,2208.17994918,2214.53003766,1829.25999146,1713.65995718
"Lancl1",11631.09966952,12258.61998144,13536.4399538,14198.87044552,13026.14998726,12028.79983778
"Lancl2",5059.1399045,5366.16004596,6347.19994638,6300.11999952,5944.07999318,5723.28014538
"Lancl3",399.66002694,498.96351756,570.68000982,358.4999898,418.07997612,357.08003172
"Lao1",0,0,0,0,12.23998128,0
"Lap3",2624.83999222,3100.91998726,2997.80004686,3033.43997764,2515.74004158,2472.17999086
"Laptm4a",9687.25998912,10544.85998472,11224.87999806,12460.58001198,10577.18000514,10389.38000106
"Laptm4b",5239.69998206,5707.1199521,5947.7299316,6162.84002298,5207.84985762,5208.10991824
"Laptm5",1547.94104948,1748.5601832,2438.38530434,2143.00563184,1733.01294944,1542.93730594
"Large1",8167.5800754,5557.00045622,10674.2113738,9708.51270334,8374.39757804,8112.2293312
"Large2",0,24.3190398,20.64000478,35.01612984,7.87302938,17.4560643
"Larp1",8240.74368724,9305.90427018,10664.51430368,9448.20338746,8949.0492497,6676.8121826
"Larp1b",1162.71592512,1277.82795702,1241.64801408,1636.50812338,1500.54662102,1457.29372994
"Larp4",2768.58331654,2616.32064698,2318.23976626,2625.82424526,1518.58196252,2462.76573268
"Larp4b",6021.70320306,6537.40988792,7347.79537016,7533.88020036,1154.36305722,6765.98675634
"Larp6",1525.66002,1641.1800144,2089.0200056,2301.0199912,1950.200012,1733.7199912
"Larp7",1004.77002102,1209.07997846,1244.84002196,1257.12002094,1135.98002106,1015.74999252
"Lars",3083.71999802,3083.42992824,3408.51998778,3896.05998156,3399.50001902,3234.7199718
"Lars2",8293.91483956,25195.78714058,15259.34861894,5684.67732766,8118.34762208,3423.81683042
"Las1l",949.86569382,862.0927157,1025.16273008,3420.20922958,2882.36927428,3029.59677244
"Lasp1",8722.42993424,9105.65025648,11622.99987738,9616.12005914,8817.2102023,7776.54009728
"Lat",52.17081754,43.7742284,48.04959276,62.5800179,47.47479648,44.8097841
"Lat2",65.2272143,77.04761936,84.0668695,98.95824748,69.33933378,68.96153668
"Lats1",2650.27790636,3014.03173404,2986.12259072,3280.76136866,2799.9610976,2411.09593728
"Lats2",1434.70005384,1705.78001762,2146.0600048,1675.18004214,1570.11993356,1439.75997352
"Lax1",29.13999562,34.13999658,26.47998144,29.61999054,0,17.04000438
"Layn",215.6457319,13.21225642,83.08230508,124.74379926,36.31472484,50.45108222
"Lbh",2421.62007314,2589.5200023,2842.21996004,2819.21999484,2536.78004908,2508.8800422
"Lbhd1",2.4358032,0,0,10.90371192,6.717327,11.23155264
"Lbhd2",13.160006,19.2599942,94.2400024,20.5599952,24.2600032,0
"Lbp",41.73999386,58.22002712,127.75999068,155.47998046,79.620017,67.460021
"Lbr",845.55585666,946.04475956,1039.2464833,1168.97557182,1055.08834816,1108.98214348
"Lbx1",0,0,0,0,0,0
"Lbx2",0,0,0,0,0,0
"Lca5",28.94113904,125.95115462,245.1150648,25.3911622,159.97908616,63.75377934
"Lca5l",200.2799886,212.66002712,224.30000396,272.2200374,255.88000024,230.95998856
"Lcat",169.14224952,113.03663306,117.4662464,185.71267702,251.53829946,241.57426402
"Lce1a1",0,0,0,0,0,0
"Lce1a2",0,0,0,0,0,0
"Lce1b",0,0,0,0,0,0
"Lce1c",0,0,0,0,0,0
"Lce1d",0,0,0,0,0,0
"Lce1e",0,0,0,0,0,0
"Lce1f",0,0,0,0,0,0
"Lce1g",0,0,0,0,0,0
"Lce1h",0,0,0,0,0,0
"Lce1i",0,0,0,0,0,0
"Lce1j",0,0,0,0,0,0
"Lce1k",0,0,0,0,0,0
"Lce1l",0,0,0,0,0,0
"Lce1m",0,0,0,0,0,0
"Lce3a",0,0,0,0,0,0
"Lce3b",0,0,0,0,0,0
"Lce3c",0,0,0.33999588,0,0,0
"Lce3d",0,0,0.5666631,0,0,0
"Lce3e",0,0,0.56667092,0,0,0
"Lce3f",0,0,0.56666584,0,0,0
"Lce6a",0,0,0,0,0,0
"Lck",52.27999958,42.60001788,81.05998252,95.11999676,77.40000368,66.61995472
"Lclat1",1116.59631486,409.58714574,1956.9504319,1200.32229894,441.39365322,225.42996684
"Lcmt1",3250.08665926,3409.60829702,4331.2269256,4323.53132908,3699.80173542,3247.88158358
"Lcmt2",260.30374232,356.7527588,382.01850152,481.31963328,362.14828512,368.83130148
"Lcn10",0,0,0,0,0,0
"Lcn11",0,0,0,0,0,0
"Lcn12",0,0,0,0,0,0
"Lcn15",0,0,0,0,0,0
"Lcn2",6.11998836,5.79999208,6.12000474,2.04000684,9.10000408,2.8599964
"Lcn3",0,0,0,0,0,0
"Lcn4",0,0,0,0,0,0
"Lcn5",0,0,0,0,0,0
"Lcn6",0,0,0,0,0,0
"Lcn8",0,0,0,0,0,0
"Lcn9",0,0,0,0,0,0
"Lcor",2413.70330996,2694.69892644,2953.0875356,2226.064628,2450.59418926,2108.80938518
"Lcorl",1582.2733264,1659.2288695,1700.98233952,2097.73311802,1915.80619484,2078.28003606
"Lcp1",436.39471018,677.57582316,68.96996268,542.37465654,81.47165406,72.04391122
"Lcp2",130.519965,184.08005014,240.8401005,196.33021968,152.83996564,136.60891326
"Lct",72.63995004,54.03997292,81.5000142,92.63997152,89.50003272,86.0600034
"Lctl",14.63727278,22.47019788,0,26.757575,26.0378885,23.43069118
"Ldah",1518.71408514,1384.61546822,1903.98914844,988.90324454,1624.5079115,807.73979564
"Ldb1",1858.47332394,1529.05558958,1614.15536294,2434.6293066,2296.15938908,1749.4535945
"Ldb2",603.74496902,646.48718118,1950.40896446,1469.50365666,406.22105314,857.97994928
"Ldb3",612.58222728,642.32725884,719.02748814,118.16043328,118.18578774,656.24882326
"Ldc1",0,0,0,0,0,0
"Ldha",9697.27114516,4797.9056554,13446.75760456,10651.54369064,10298.0661369,7705.43268418
"Ldha-ps",0.5099972,4.5499957,0,1.0199944,0.226661,2.0400087
"Ldha-ps2",90.92650126,110.42073112,149.27025876,122.12339118,105.91328146,91.84361788
"Ldha-ps3",0,5.26000332,0,0,0,0
"Ldhal6b",8.8677049,20.7753141,16.8864434,22.7739514,0,0
"Ldhb",24921.97002686,27995.63117302,31643.70540068,34254.98681618,28833.32200828,27129.89535508
"Ldhb-ps",840.16000608,991.76000088,1038.48999432,1053.08999604,950.0000076,923.47999344
"Ldhc",0,0,0,6.1200053,0,0
"Ldhd",727.9659033,650.9869637,943.26698404,1124.51272504,963.7504039,831.77708974
"Ldlr",1596.06008498,1370.05996596,2460.34970374,2278.03999978,1709.83998374,1503.10004488
"Ldlrad1",0,0,0,0,0,0
"Ldlrad2",0,0,4.07998632,0,0,0
"Ldlrad3",899.65996862,1125.62001482,1014.34001396,1129.02003914,990.43999396,923.3200392
"Ldlrad4",79.54140722,54.8432164,140.91839912,33.88180746,2295.9619659,423.00166446
"Ldlrap1",281.44000606,285.7600345,390.68004264,428.3999972,285.80001772,311.30002514
"Ldoc1",36.51999556,65.15999048,71.89998688,56.20000886,38.11999332,38.55999854
"Leap2",0,0,0,0,0,0
"Leat1",0,0,0,0,0,0
"Lect2",0,0,0,5.17999212,0,0
"Lef1",311.37070234,319.09701402,322.11835228,303.91049632,259.82425948,289.77600548
"Lef1os1",1.5092673,0.1362699,2.5815882,4.7295402,13.3290107,5.0039803
"Lefty1",14.730012,25.1133372,22.94999962,44.53667526,13.7700006,32.43000266
"Lefty2",16.32001944,0,15.33096782,0,14.79001376,13.30998276
"Lekr1",685.2244458,663.65453752,752.8803311,722.29600104,947.64350068,749.42857904
"Lelp1",0,0,0,0,0,0
"Lemd1",49.0800208,45.07569264,73.3000195,70.84003182,82.9999924,61.7199617
"Lemd2",324.4488511,693.48396062,876.07467516,891.81892106,801.69146446,356.25861188
"Lemd3",3029.22994946,3357.70021612,3553.54005806,3381.42990924,3619.16984384,3150.88019546
"Lenep",19.59662928,7.37830208,8.59415612,8.3426588,6.00927164,9.44496156
"Leng1",220.67749266,75.09237872,539.14679768,359.97121118,73.95749592,126.9943677
"Leng8",8504.45928502,7650.59040392,4266.31470242,7045.18674892,3785.77606832,9363.57614868
"Leng9",306.5652984,349.003152,469.6639872,499.4310696,378.8302584,266.0643012
"Leo1",1472.97999446,1809.29997802,1800.32001042,1724.51998532,1430.73996798,1113.06004244
"Lep",0,0,0,0,0,0
"Lepr",245.0800084,262.23000646,294.01996136,277.47003642,253.4599867,279.87999364
"Leprot",1240.20000468,1611.12001352,1698.03994564,1893.52998248,1695.4000072,1618.33007016
"Leprotl1",4941.4200172,5882.1200238,6125.43997556,5887.44997408,5283.64997168,4945.34000602
"Letm1",3704.73341516,4803.61344152,3866.2328598,5800.06007396,4116.08621456,4278.25968012
"Letm2",427.3903966,241.27834926,340.76461984,454.5760542,226.93011964,270.72279584
"Letmd1",2665.87563754,1838.00919094,3392.10313474,4048.95148266,3290.9725882,2411.35689538
"Lexis1",14.479988,17.4600013,9.43998916,0,15.11999652,25.91999758
"Lexm",0,0,0,0,0,19.29998658
"Lfng",501.8600305,509.9599966,682.8200027,943.8600077,712.5600087,703.6800138
"Lgals1",625.87998896,618.18,743.16002104,821.06,575.28,543.24
